1555281792,2.55 
1555281797,2.63 
1555281802,2.63 
1555281807,2.65 
1555281812,2.76 
1555281818,2.80 
1555281823,2.80 
1555281828,2.80 
1555281833,2.81 
1555281838,2.81 
1555281843,2.81 
1555281848,2.81 
1555281853,2.96 
1555281859,2.97 
1555281879,2.98 
1555281884,2.98 
1555281889,2.98 
1555281894,2.98 
1555281899,2.99 
1555281904,2.99 
1555281909,2.99 
1555281914,2.99 
1555281920,2.99 
1555281925,2.99 
1555281930,2.99 
1555281935,2.99 
1555281945,2.99 
1555281950,2.99 
1555281955,2.99 
1555281960,2.99 
1555281980,2.99 
1555281996,2.99 
1555282006,2.99 
1555282016,2.99 
1555282026,2.99 
1555282041,2.99 
1555282052,2.99 
1555282077,2.99 
1555282103,2.99 
1555282128,2.99 
1555282153,2.99 
1555282179,2.99 
1555282199,2.99 
1555282225,2.99 
1555282251,2.99 
1555282276,2.99 
1555282286,2.99 
1555282311,2.99 
1555282337,2.99 
1555282347,2.99 
1555282373,2.99 
1555282383,2.99 
1555282403,2.99 
1555282408,2.99 
1555282423,2.99 
1555282433,2.99 
1555282459,2.99 
1555282464,2.99 
1555282494,2.99 
1555282515,2.99 
1555282540,2.99 
1555282566,2.99 
1555282591,2.99 
1555282612,2.99 
1555282617,2.99 
1555282642,2.99 
1555282647,2.99 
1555282673,2.99 
1555282678,2.99 
1555282708,2.99 
1555282734,2.99 
1555282759,2.99 
1555282780,2.99 
1555282806,2.99 
1555282831,2.99 
1555282836,2.99 
1555282852,2.99 
1555282862,2.99 
1555282887,2.99 
1555282917,2.99 
1555282943,2.99 
1555282948,2.99 
1555282973,2.99 
1555282983,2.99 
1555282999,2.99 
1555283009,2.99 
1555283034,2.99 
1555283060,2.99 
1555283070,2.99 
1555283080,2.99 
1555283105,2.99 
1555283121,2.99 
1555283131,2.99 
1555283162,2.99 
1555283187,2.99 
1555283207,3.00 
1555283212,3.00 
1555283223,3.01 
1555283233,3.01 
1555283238,3.01 
1555283243,3.03 
1555283253,3.03 
1555283258,3.03 
1555283263,3.04 
1555283268,3.05 
1555283273,3.06 
1555283278,3.06 
1555283283,3.06 
1555283288,3.06 
1555283299,3.06 
1555283319,3.06 
1555283339,3.06 
1555283359,3.06 
1555283380,3.06 
1555283395,3.06 
1555283400,3.06 
1555283415,3.07 
1555283532,3.07 
1555283548,3.07 
1555283568,3.07 
1555283588,3.07 
1555283608,3.07 
1555283613,3.07 
1555283619,3.07 
1555283629,3.07 
1555283639,3.07 
1555283644,3.07 
1555283670,3.07 
1555283680,3.07 
1555283695,3.07 
1555283710,3.07 
1555283715,3.07 
1555283736,3.07 
1555283747,3.07 
1555283762,3.07 
1555283772,3.07 
1555283797,3.07 
1555283828,3.07 
1555283853,3.07 
1555283858,3.07 
1555283884,3.07 
1555283889,3.07 
1555283920,3.07 
1555283930,3.07 
1555283935,3.07 
1555283945,3.07 
1555283960,3.07 
1555283970,3.07 
1555284001,3.07 
1555284032,3.07 
1555284042,3.07 
1555284052,3.07 
1555284057,3.07 
1555284123,3.07 
1555284129,3.07 
1555284292,3.07 
