1555284496,2.83 
1555284501,2.88 
1555284506,2.88 
1555284511,2.95 
1555284516,2.98 
1555284521,2.99 
1555284526,2.99 
1555284532,3.00 
1555284537,3.00 
1555284547,3.00 
1555284552,3.00 
1555284557,3.15 
1555284562,3.16 
1555284567,3.18 
1555284572,3.18 
1555284577,3.18 
1555284582,3.18 
1555284587,3.20 
1555284592,3.22 
1555284603,3.22 
1555284618,3.22 
1555284628,3.22 
1555284653,3.22 
1555284658,3.22 
1555284663,3.23 
1555284668,3.23 
1555284673,3.23 
1555284678,3.23 
1555284688,3.23 
1555284693,3.23 
1555284699,3.23 
1555284704,3.23 
1555284709,3.24 
1555284714,3.24 
1555284719,3.24 
1555284724,3.24 
1555284734,3.30 
1555284739,3.33 
1555284749,3.33 
1555284759,3.33 
1555284769,3.33 
1555284779,3.33 
1555284789,3.35 
1555284794,3.35 
1555284805,3.35 
1555284810,3.35 
1555284815,3.35 
1555284820,3.35 
1555284825,3.35 
1555284830,3.35 
1555284835,3.35 
1555284846,3.35 
1555284856,3.35 
1555284861,3.35 
1555284866,3.35 
1555284871,3.35 
1555284891,3.35 
1555284896,3.36 
1555284922,3.36 
1555284927,3.36 
1555284952,3.37 
1555284957,3.37 
1555284978,3.37 
1555284983,3.37 
1555284993,3.37 
1555285018,3.37 
1555285044,3.37 
1555285064,3.37 
1555285090,3.37 
1555285110,3.37 
1555285115,3.37 
1555285141,3.37 
1555285146,3.37 
1555285151,3.37 
1555285161,3.37 
1555285171,3.37 
1555285197,3.37 
1555285222,3.37 
1555285248,3.37 
1555285278,3.37 
1555285304,3.37 
1555285324,3.37 
1555285350,3.37 
1555285375,3.37 
1555285401,3.37 
1555285426,3.37 
1555285452,3.38 
1555285478,3.38 
1555285503,3.38 
1555285529,3.38 
1555285554,3.38 
1555285580,3.38 
1555285585,3.38 
1555285595,3.40 
1555285606,3.41 
1555285611,3.41 
1555285616,3.41 
1555285626,3.41 
1555285631,3.41 
1555285636,3.42 
1555285641,3.42 
1555285646,3.43 
1555285662,3.45 
1555285667,3.45 
1555285672,3.45 
1555285677,3.45 
1555285687,3.45 
1555285697,3.45 
1555285702,3.45 
1555285712,3.45 
1555285722,3.45 
1555285748,3.45 
1555285753,3.46 
1555285778,3.47 
1555285783,3.47 
1555285788,3.47 
1555285804,3.47 
1555285809,3.47 
1555285829,3.47 
1555285834,3.47 
1555285849,3.48 
1555285859,3.49 
1555285864,3.49 
1555285870,3.49 
1555285880,3.49 
1555285885,3.49 
1555285890,3.49 
1555285900,3.49 
1555285905,3.49 
1555285915,3.49 
1555285920,3.49 
1555285930,3.49 
1555285935,3.49 
1555285945,3.49 
1555285950,3.49 
1555285965,3.49 
1555285975,3.49 
1555285981,3.49 
1555285986,3.49 
1555285991,3.49 
1555285996,3.49 
1555286006,3.49 
1555286011,3.49 
1555286021,3.49 
1555286026,3.49 
1555286036,3.50 
1555286047,3.50 
1555286057,3.50 
1555286067,3.50 
1555286072,3.50 
1555286098,3.50 
1555286103,3.50 
1555286123,3.50 
1555286128,3.50 
1555286154,3.52 
1555286159,3.52 
1555286164,3.52 
1555286174,3.52 
1555286179,3.52 
1555286184,3.52 
1555286194,3.52 
1555286204,3.52 
1555286219,3.52 
1555286245,3.53 
1555286265,3.53 
1555286270,3.53 
1555286275,3.54 
1555286280,3.54 
1555286285,3.54 
1555286290,3.54 
1555286300,3.54 
1555286311,3.54 
1555286326,3.54 
1555286336,3.54 
1555286341,3.54 
1555286347,3.55 
1555286362,3.55 
1555286372,3.55 
1555286382,3.55 
1555286392,3.55 
1555286402,3.55 
1555286407,3.55 
1555286418,3.55 
1555286433,3.55 
1555286438,3.55 
1555286464,3.55 
1555286489,3.55 
1555286494,3.55 
1555286499,3.55 
1555286509,3.55 
1555286514,3.55 
1555286524,3.55 
1555286540,3.55 
1555286550,3.55 
1555286560,3.55 
