# This file contains the data of all generations
# of objectives = 3, # of constraints = 0, # of real_var = 0, # of bits of bin_var = 20, constr_violation, rank, crowding_distance
# gen = 1
1.000000e+00	1.100000e+01	6.840000e+00	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0.000000e+00	5	1.000000e+14
0.000000e+00	1.000000e+01	1.007000e+01	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0.000000e+00	3	6.666667e-01
0.000000e+00	9.000000e+00	4.500000e+00	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0.000000e+00	2	6.666667e-01
1.000000e+00	1.100000e+01	5.460000e+00	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0.000000e+00	4	1.000000e+14
1.000000e+00	7.000000e+00	1.980000e+00	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0.000000e+00	2	1.000000e+14
1.000000e+00	9.000000e+00	1.045000e+01	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0.000000e+00	4	1.000000e+14
0.000000e+00	1.100000e+01	5.570000e+00	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0.000000e+00	3	1.000000e+14
1.000000e+00	5.000000e+00	2.210000e+00	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0.000000e+00	1	1.000000e+14
1.000000e+00	8.000000e+00	4.040000e+00	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0.000000e+00	3	1.000000e+14
0.000000e+00	1.000000e+01	1.035000e+01	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0.000000e+00	4	8.528167e-01
1.000000e+00	6.000000e+00	9.000000e-01	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0.000000e+00	1	1.000000e+14
0.000000e+00	8.000000e+00	4.060000e+00	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0.000000e+00	1	1.000000e+14
0.000000e+00	1.200000e+01	6.000000e+00	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0.000000e+00	4	1.000000e+14
0.000000e+00	1.200000e+01	7.200000e+00	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	0.000000e+00	5	1.000000e+14
0.000000e+00	8.000000e+00	4.830000e+00	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0.000000e+00	2	1.000000e+14
0.000000e+00	1.200000e+01	1.129000e+01	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0.000000e+00	6	1.000000e+14
# gen = 2
1.000000e+00	7.000000e+00	1.373272e-43	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0.000000e+00	1	1.000000e+14
0.000000e+00	7.000000e+00	2.210000e+00	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.000000e+00	1	1.000000e+14
1.000000e+00	5.000000e+00	1.690000e+00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0.000000e+00	1	1.000000e+14
1.000000e+00	6.000000e+00	9.000000e-01	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0.000000e+00	1	5.882353e-01
1.000000e+00	7.000000e+00	1.980000e+00	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0.000000e+00	2	1.000000e+14
1.000000e+00	5.000000e+00	2.210000e+00	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0.000000e+00	2	1.000000e+14
0.000000e+00	9.000000e+00	2.790000e+00	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0.000000e+00	2	1.000000e+14
0.000000e+00	8.000000e+00	4.060000e+00	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0.000000e+00	2	5.000000e-01
1.000000e+00	1.000000e+01	3.930000e+00	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	0.000000e+00	3	1.000000e+14
0.000000e+00	8.000000e+00	4.830000e+00	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0.000000e+00	3	1.000000e+14
1.000000e+00	8.000000e+00	4.040000e+00	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0.000000e+00	3	3.777778e-01
0.000000e+00	9.000000e+00	4.500000e+00	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0.000000e+00	3	1.000000e+14
2.000000e+00	9.000000e+00	4.400000e+00	0	1	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0.000000e+00	4	1.000000e+14
0.000000e+00	9.000000e+00	4.530000e+00	1	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0.000000e+00	4	1.000000e+14
1.000000e+00	1.100000e+01	5.460000e+00	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0.000000e+00	5	1.000000e+14
1.000000e+00	9.000000e+00	7.650000e+00	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0.000000e+00	5	1.000000e+14
# gen = 3
2.000000e+00	6.000000e+00	2.200000e-01	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0.000000e+00	1	4.690799e-01
3.000000e+00	4.000000e+00	1.850000e+00	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0.000000e+00	1	1.000000e+14
1.000000e+00	6.000000e+00	9.000000e-01	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0.000000e+00	1	4.439417e-01
1.000000e+00	5.000000e+00	1.690000e+00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0.000000e+00	1	4.766214e-01
0.000000e+00	7.000000e+00	2.210000e+00	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0.000000e+00	1	1.000000e+14
1.000000e+00	7.000000e+00	1.373272e-43	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0.000000e+00	1	1.000000e+14
0.000000e+00	8.000000e+00	4.060000e+00	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0.000000e+00	2	1.000000e+14
0.000000e+00	9.000000e+00	2.790000e+00	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0.000000e+00	2	6.298077e-01
1.000000e+00	5.000000e+00	2.210000e+00	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0.000000e+00	2	1.000000e+14
1.000000e+00	7.000000e+00	1.980000e+00	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0.000000e+00	2	1.000000e+14
